client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel
C1875,Individual,Melissa,Roberts,12-13-1942,F,USA,Nevada,Home,2,No,Client
C1876,Company,Bravada,Co,12-17-1980,M,USA,Ohio,Investment,4,Yes,Website
C1877,Individual,Walter,Bryant,12-16-1960,M,USA,Arizona,Home,5,No,Agency
C1878,Individual,Paul,Rogers,07-10-1967,M,USA,Washington,Home,5,No,Agency
C1879,Individual,Deborah,Roberts,12-23-1976,F,USA,New York,Home,3,No,Website
C1880,Individual,Joan,Morales,12-22-1997,F,USA,California,Home,5,Yes,Client
C1881,Individual,Brenda,Phillips,12-13-1988,F,USA,Oregon,Home,2,Yes,Website
C1882,Individual,Deborah,Turner,12-22-1959,F,USA,Virginia,Investment,3,No,Website
C1883,Individual,Sean,Peterson,11-02-1941,M,USA,California,Home,1,No,Agency
C1884,Individual,Terry,Bell,06-08-1954,M,USA,Nevada,Home,5,Yes,Website
C1885,Individual,Ryan,Bell,12-26-1966,M,Germany,Hamburg,Home,1,Yes,Agency
C1886,Individual,Maria,Richardson,12-16-1998,F,USA,California,Home,5,No,Website
C1887,Individual,Emma,Campbell,07-01-1986,F,USA,Oregon,Investment,1,No,Agency
C1888,Individual,Donald,Griffin,06-08-1962,M,USA,California,Home,3,No,Website
C1889,Individual,Matthew,Richardson,10-07-1987,M,USA,California,Home,4,Yes,Website
C1890,Individual,Mark,Nelson,12-03-1954,M,Canada,Ontario,Home,4,No,Client
C1891,Individual,Gary,James,02-06-1972,M,USA,Oregon,Home,2,No,Agency
C1892,Individual,Nancy,Jones,06-06-1951,F,USA,Nevada,Investment,5,Yes,Agency
C1893,Individual,Ann,Davis,12-27-1961,F,USA,Washington,Home,1,Yes,Website
C1894,Individual,Joyce,Hall,11-03-1944,F,USA,Texas,Investment,4,No,Website
C1895,Company,Caldera,Co,07-01-1969,M,USA,Nevada,Investment,4,No,Agency
C1896,Individual,Andrew,Bryant,12-17-1954,M,USA,Virginia,Investment,3,No,Agency
C1897,Individual,Catherine,Rogers,12-27-1949,F,Canada,Ontario,Home,2,No,Website
C1898,Individual,Daniel,James,05-01-1979,M,USA,New York,Home,1,Yes,Website
C1899,Individual,Joe,Mitchell,05-04-1996,M,UK,England,Home,3,No,Website
C1900,Individual,Rachel,Griffin,07-09-1998,F,UK,England,Investment,4,No,Client
C1901,Individual,Justin,Stewart,12-17-1981,M,Canada,British Columbia,Home,4,No,Agency
C1902,Company,Grandis,Co,09-11-1980,M,USA,Colorado,Investment,2,No,Agency
C1903,Individual,Nicole,Bennett,01-12-1991,F,USA,Nevada,Home,2,No,Website
C1904,Individual,Christian,Nelson,12-23-1948,M,USA,Texas,Home,2,Yes,Website
C1905,Individual,James,Morris,02-02-1961,M,USA,Virginia,Home,1,No,Website
C1906,Individual,Michelle,Adams,12-15-1954,F,USA,California,Home,2,No,Agency
C1907,Individual,Kyle,Wright,12-03-1950,M,USA,Colorado,Home,3,No,Website
C1908,Individual,Andrea,Moore,12-28-1975,F,USA,California,Home,2,No,Website
C1909,Individual,Heather,Pierce,04-12-1985,F,USA,California,Investment,2,No,Agency
C1910,Company,Telnox,Co,04-10-1985,M,USA,California,Home,2,Yes,Agency
C1911,Individual,Noah,Murray,11-01-1989,M,USA,California,Home,5,No,Agency
C1912,Individual,Amanda,Jackson,12-26-1953,F,USA,Utah,Investment,1,No,Website
C1913,Individual,Gary,King,12-11-1980,M,France,Provence,Home,5,No,Website
C1914,Individual,Brenda,Gray,12-24-1992,F,UK,Scotland,Home,4,Yes,Website
C1915,Individual,Angela,Williams,09-06-1964,F,USA,Arizona,Investment,4,No,Client
C1916,Individual,Zachary,Weaver,12-15-1947,M,USA,California,Investment,2,No,Website
C1917,Individual,Angela,Montgomery,12-16-1970,F,Australia,New South Wales,Home,2,No,Client
C1918,Individual,Dorothy,Murray,12-17-1939,F,USA,California,Home,1,No,Client
C1919,Company,Vantage,Co,12-19-1967,F,USA,Nevada,Investment,1,No,Website
C1920,Individual,Jonathan,Pierce,12-26-1968,M,Germany,North Rhine-Westphalia,Home,5,No,Agency
C1921,Individual,Carolyn,Adams,12-24-1955,F,France,Provence,Home,5,No,Website
C1922,Individual,Jessica,Garcia,09-01-1988,F,USA,California,Home,1,No,Agency
C1923,Individual,Sarah,Cooper,07-03-1947,F,Mexico,Jalisco,Investment,1,Yes,Client
C1924,Individual,Joe,Cooper,03-01-1958,M,USA,California,Home,3,No,Client
C1925,Individual,Jordan,Baker,12-19-1941,M,USA,Colorado,Home,2,No,Agency
C1926,Individual,Joshua,Watson,05-11-1997,M,Mexico,Puebla,Home,1,Yes,Website
C1927,Individual,Victoria,Long,05-11-1952,F,USA,California,Investment,1,Yes,Website
C1928,Individual,Paul,Scott,12-20-1997,M,Australia,New South Wales,Home,4,Yes,Client
C1929,Individual,Angela,Baker,12-24-1940,F,Mexico,Jalisco,Home,1,Yes,Agency
C1930,Individual,Rachel,Adams,12-22-1965,F,USA,Colorado,Investment,3,No,Agency
C1931,Individual,Melissa,Jackson,01-05-1995,F,USA,Utah,Home,5,Yes,Website
C1932,Individual,Dorothy,Allen,12-13-1961,F,USA,California,Investment,2,No,Website
C1933,Company,Oasis,Co,05-04-1994,F,Australia,Queensland,Home,1,No,Client
C1934,Individual,Noah,Montgomery,12-25-1977,M,France,Ile-de-France,Investment,4,Yes,Client
C1935,Individual,Ashley,Young,12-14-1982,F,USA,Arizona,Home,5,No,Website
C1936,Individual,Jeffrey,Brown,12-24-1983,M,Russia,Krasnodar Krai,Home,1,Yes,Agency
C1937,Individual,Ashley,Richardson,12-16-1960,F,USA,Arizona,Home,3,Yes,Website
C1938,Individual,Peter,Anderson,12-28-1972,M,Canada,Quebec,Home,4,Yes,Website
C1939,Individual,Gloria,White,09-06-1979,F,USA,Florida,Investment,1,Yes,Agency
C1940,Individual,Barbara,Turner,01-02-1997,F,Canada,Manitoba,Home,4,No,Agency
C1941,Individual,Maria,James,12-20-1942,F,USA,Nevada,Home,5,No,Client
C1942,Company,Stratos,Co,10-11-1984,F,USA,Nevada,Home,2,Yes,Agency
C1943,Individual,Eric,Long,04-01-1973,M,USA,Arizona,Home,1,No,Website
C1944,Individual,Henry,Pierce,12-15-1985,M,USA,California,Investment,1,No,Website
C1945,Individual,Sean,Johnson,12-26-1966,M,Mexico,Mexico City,Investment,3,No,Website
C1946,Individual,Mark,Bell,12-15-1954,M,USA,California,Home,1,No,Agency
C1947,Individual,Walter,Mitchell,02-02-1979,M,USA,Nevada,Home,3,No,Website
C1948,Individual,Melissa,Harris,01-04-1955,F,USA,Arizona,Home,2,No,Agency
C1949,Individual,Christina,James,12-20-1954,F,USA,Colorado,Home,2,Yes,Agency
C1950,Individual,Edward,Weaver,12-27-1974,M,USA,Ohio,Home,4,No,Agency
C1951,Individual,Alexander,Murray,08-09-1996,M,USA,Utah,Home,1,Yes,Website
C1952,Company,Optima,Co,06-05-1992,M,USA,Nevada,Home,3,No,Agency
C1953,Individual,Donald,Miller,12-16-1971,M,Germany,Bavaria,Home,1,Yes,Website
C1954,Individual,Judy,Roberts,03-09-1966,F,Australia,Western Australia,Investment,3,No,Website
C1955,Individual,Benjamin,Wright,12-20-1997,M,Canada,Quebec,Home,1,No,Website
C1956,Individual,Julie,Weaver,12-21-1966,F,USA,Oregon,Home,2,No,Agency
C1957,Individual,Adam,Howard,12-24-1961,M,USA,California,Home,4,Yes,Website
C1958,Individual,Susan,Foster,09-10-1970,F,USA,California,Home,3,No,Website
C1959,Individual,Judy,Morales,12-20-1941,F,USA,Texas,Home,1,No,Website
C1960,Individual,Dorothy,Brown,02-08-1987,F,USA,Colorado,Home,2,Yes,Website
C1961,Individual,William,Campbell,12-26-1993,M,USA,California,Home,5,No,Agency
C1962,Individual,Kimberly,Harris,01-08-1995,F,Mexico,Puebla,Home,5,No,Agency
C1963,Company,Terova,Co,01-03-1968,M,USA,Texas,Home,5,No,Website
C1964,Individual,Kevin,Martin,12-17-1971,M,USA,Virginia,Home,5,No,Agency
C1965,Individual,Sean,Wright,09-01-1997,M,USA,California,Home,4,No,Agency
C1966,Individual,Ronald,Howard,10-02-1964,M,Canada,British Columbia,Home,1,No,Agency
C1967,Individual,Roger,Bryant,09-10-1957,M,USA,Oregon,Investment,4,No,Agency
C1968,Individual,Judy,Griffin,02-11-1958,F,USA,California,Investment,3,Yes,Client
C1969,Individual,Jesse,James,12-14-1992,M,USA,Colorado,Investment,2,Yes,Agency
C1970,Individual,Raymond,Howard,12-25-1977,M,USA,Arizona,Investment,4,Yes,Website
C1971,Individual,Emma,Jordan,12-18-1975,F,USA,Virginia,Home,5,No,Website
C1972,Individual,Carol,Wilson,05-01-1972,F,USA,California,Home,4,Yes,Website
C1973,Company,Oasis,Co,12-13-1992,M,USA,Washington,Home,4,Yes,Agency
C1974,Individual,Keith,Peterson,09-04-1950,M,USA,Nevada,Home,5,Yes,Agency
C1975,Individual,Dorothy,Campbell,05-08-1975,F,Belgium,Wallonia,Home,4,No,Agency
C1976,Individual,Albert,Wilson,03-05-1995,M,USA,Florida,Home,5,No,Client
C1977,Individual,Jason,Bennett,07-04-1994,M,USA,Virginia,Home,1,No,Website
C1978,Company,Summit,Co,06-02-1967,F,USA,California,Investment,5,Yes,Website
C1979,Individual,Brian,Richardson,12-25-1941,M,USA,Colorado,Home,3,Yes,Agency
C1980,Individual,Barbara,Green,09-05-1956,F,USA,Texas,Investment,4,No,Website
C1981,Individual,Sarah,Flores,09-12-1992,F,Canada,Quebec,Home,5,No,Agency
C1982,Individual,Jose,Long,05-09-1947,M,USA,California,Home,4,Yes,Website
C1983,Individual,Ryan,Reed,12-13-1960,M,UK,Northern Ireland,Home,3,No,Website
C1984,Individual,Jesse,Watson,12-18-1955,M,USA,California,Home,4,No,Website
C1985,Individual,Gregory,Bell,11-05-1963,M,UK,Scotland,Home,1,Yes,Agency
C1986,Individual,Thomas,Griffin,12-23-1976,M,USA,New York,Investment,1,No,Website
C1987,Individual,Douglas,Davis,12-18-1985,M,Belgium,Wallonia,Investment,5,No,Website
C1988,Individual,Henry,Thompson,12-19-1993,M,USA,California,Home,5,Yes,Website
C1989,Individual,William,Montgomery,12-19-1958,M,USA,Texas,Home,3,No,Agency
C1990,Individual,Scott,Howard,12-28-1975,M,USA,Texas,Investment,5,No,Agency
C1991,Individual,Susan,Reed,09-07-1950,F,USA,California,Home,3,No,Website
C1992,Individual,Rachel,Hansen,12-19-1942,F,USA,Texas,Home,3,Yes,Website
C1993,Individual,Douglas,Thompson,09-06-1985,M,USA,New York,Home,2,No,Website
C1994,Individual,Nicole,Miller,12-21-1993,F,USA,Oregon,Investment,3,Yes,Website
C1995,Individual,Michelle,Scott,05-03-1993,F,USA,California,Investment,4,No,Agency
C1996,Individual,Samantha,Brooks,12-20-1991,F,USA,Nevada,Home,1,Yes,Website
C1997,Individual,Matthew,Cox,12-27-1941,M,USA,Arizona,Home,4,Yes,Website
C1998,Individual,Mark,Patterson,12-13-1962,M,USA,Virginia,Home,5,Yes,Website
C1999,Individual,Lawrence,Montgomery,12-15-1943,M,USA,Ohio,Home,4,Yes,Client
C2000,Individual,Amanda,James,12-24-1995,F,USA,Georgia,Home,1,Yes,Agency
